exercise,relation,muscle
one arm chin up,TARGETS, upper back
one arm chin up,TARGETS, shoulders
razor curl,TARGETS, glutes
razor curl,TARGETS,abs
razor curl,TARGETS, calves
gironda sternum chin up,TARGETS, biceps
gironda sternum chin up,TARGETS, triceps
gironda sternum chin up,TARGETS,abs
gironda sternum chin up,TARGETS, shoulders
nordic hamstring curl (bodyweight),TARGETS, glutes
nordic hamstring curl (bodyweight),TARGETS,abs
nordic hamstring curl (bodyweight),TARGETS, calves
pendlay row,TARGETS, shoulders
pendlay row,TARGETS,abs
pendlay row,TARGETS, biceps
pendlay row,TARGETS, lower back
pendlay row,TARGETS, lats
incline bench press,TARGETS, triceps
incline bench press,TARGETS,shoulders
banded good morning,TARGETS,abs
banded good morning,TARGETS, upper back
banded good morning,TARGETS, hamstrings
banded good morning,TARGETS, lower back
ghd back extension,TARGETS,hamstrings
ghd back extension,TARGETS, lower back
chest supported dumbbell row with isohold,TARGETS, shoulders
chest supported dumbbell row with isohold,TARGETS, lats
chest supported dumbbell row with isohold,TARGETS,biceps
reverse grip bent over row,TARGETS, shoulders
reverse grip bent over row,TARGETS, lats
reverse grip bent over row,TARGETS,biceps
smith machine bent-over row,TARGETS, shoulders
smith machine bent-over row,TARGETS, lats
smith machine bent-over row,TARGETS,biceps
triple pause chin up,TARGETS, biceps
triple pause chin up,TARGETS,abs
triple pause chin up,TARGETS, upper back
triple pause chin up,TARGETS, shoulders
resistance band assisted pull up (from knee),TARGETS, biceps
resistance band assisted pull up (from knee),TARGETS,abs
resistance band assisted pull up (from knee),TARGETS, upper back
resistance band assisted pull up (from knee),TARGETS, shoulders
eccentric only pull up,TARGETS, biceps
eccentric only pull up,TARGETS,abs
eccentric only pull up,TARGETS, upper back
eccentric only pull up,TARGETS, shoulders
arms only rope climb,TARGETS, biceps
arms only rope climb,TARGETS,abs
arms only rope climb,TARGETS, upper back
arms only rope climb,TARGETS, shoulders
grip ball pull ups,TARGETS, biceps
grip ball pull ups,TARGETS,abs
grip ball pull ups,TARGETS, upper back
grip ball pull ups,TARGETS, shoulders
kettlebell swing,TARGETS, traps
kettlebell swing,TARGETS,abs
kettlebell swing,TARGETS, calves
kettlebell swing,TARGETS, glutes
kettlebell swing,TARGETS, lower back
kettlebell swing,TARGETS, forearms
kettlebell swing,TARGETS, lats
kettlebell swing,TARGETS, adductors
kettlebell swing,TARGETS, upper back
kettlebell swing,TARGETS, quads
trap bar deadlift,TARGETS, traps
trap bar deadlift,TARGETS,abs
trap bar deadlift,TARGETS, calves
trap bar deadlift,TARGETS, glutes
trap bar deadlift,TARGETS, lower back
trap bar deadlift,TARGETS, forearms
trap bar deadlift,TARGETS, lats
trap bar deadlift,TARGETS, adductors
trap bar deadlift,TARGETS, upper back
trap bar deadlift,TARGETS, quads
band assisted nordic hamstring curl,TARGETS, glutes
band assisted nordic hamstring curl,TARGETS,abs
band assisted nordic hamstring curl,TARGETS, calves
incline dumbbell bench press,TARGETS, triceps
incline dumbbell bench press,TARGETS,shoulders
dumbbell bench press,TARGETS, triceps
dumbbell bench press,TARGETS,shoulders
cradle walk,TARGETS,glutes
standing glute kickback,TARGETS,hamstrings
meadows row,TARGETS, shoulders
meadows row,TARGETS,abs
meadows row,TARGETS, biceps
meadows row,TARGETS, lower back
meadows row,TARGETS, lats
t-bar row,TARGETS, shoulders
t-bar row,TARGETS, traps
t-bar row,TARGETS,abs
t-bar row,TARGETS, biceps
t-bar row,TARGETS, lower back
t-bar row,TARGETS, lats
machine t-bar row,TARGETS, shoulders
machine t-bar row,TARGETS, lats
machine t-bar row,TARGETS,biceps
kneeling posterior hip capsule mobilization,TARGETS,glutes
dumbbell pullover,TARGETS, shoulders
dumbbell pullover,TARGETS, triceps
dumbbell pullover,TARGETS,lats
around the bar chin ups,TARGETS, biceps
around the bar chin ups,TARGETS,abs
around the bar chin ups,TARGETS, upper back
around the bar chin ups,TARGETS, shoulders
rope straight arm pull down,TARGETS, biceps
rope straight arm pull down,TARGETS,abs
rope straight arm pull down,TARGETS, upper back
rope straight arm pull down,TARGETS, shoulders
wide smith machine squat,TARGETS, glutes
wide smith machine squat,TARGETS,calves
wide smith machine squat,TARGETS, hamstrings
wide smith machine squat,TARGETS, lower back
v-bar pull down,TARGETS, biceps
v-bar pull down,TARGETS,abs
v-bar pull down,TARGETS, upper back
v-bar pull down,TARGETS, shoulders
v-bar pull up,TARGETS, shoulders
v-bar pull up,TARGETS,biceps
v-bar pull up,TARGETS, middle back
reverse hack squat,TARGETS, glutes
reverse hack squat,TARGETS,calves
reverse hack squat,TARGETS, quads
stiff leg deadlift,TARGETS, traps
stiff leg deadlift,TARGETS,abs
stiff leg deadlift,TARGETS, calves
stiff leg deadlift,TARGETS, glutes
stiff leg deadlift,TARGETS, lower back
stiff leg deadlift,TARGETS, quads
stiff leg deadlift,TARGETS, lats
stiff leg deadlift,TARGETS, adductors
stiff leg deadlift,TARGETS, upper back
neutral grip chest supported dumbbell row,TARGETS, shoulders
neutral grip chest supported dumbbell row,TARGETS, lats
neutral grip chest supported dumbbell row,TARGETS,biceps
barbell hip thrust,TARGETS,abs
barbell hip thrust,TARGETS, hamstrings
inverted row,TARGETS, lats
inverted row,TARGETS,biceps
cradle walk to forward lunge,TARGETS, hamstrings
cradle walk to forward lunge,TARGETS,glutes
cradle walk to forward lunge,TARGETS, quads
incline bench two arm dumbbell row,TARGETS, shoulders
incline bench two arm dumbbell row,TARGETS, lats
incline bench two arm dumbbell row,TARGETS,biceps
fire hydrant circles,TARGETS,glutes
reverse grip lat pull down (underhand),TARGETS, biceps
reverse grip lat pull down (underhand),TARGETS,abs
reverse grip lat pull down (underhand),TARGETS, upper back
reverse grip lat pull down (underhand),TARGETS, shoulders
wide grip lat pull down,TARGETS, biceps
wide grip lat pull down,TARGETS,abs
wide grip lat pull down,TARGETS, upper back
wide grip lat pull down,TARGETS, shoulders
romanian deadlift (aka rdl),TARGETS, traps
romanian deadlift (aka rdl),TARGETS,abs
romanian deadlift (aka rdl),TARGETS, glutes
romanian deadlift (aka rdl),TARGETS, lower back
romanian deadlift (aka rdl),TARGETS, forearms
romanian deadlift (aka rdl),TARGETS, lats
romanian deadlift (aka rdl),TARGETS, upper back
pull up,TARGETS, biceps
pull up,TARGETS,abs
pull up,TARGETS, upper back
pull up,TARGETS, shoulders
chin up,TARGETS, biceps
chin up,TARGETS,abs
chin up,TARGETS, upper back
chin up,TARGETS, shoulders
conventional deadlift,TARGETS, traps
conventional deadlift,TARGETS,abs
conventional deadlift,TARGETS, calves
conventional deadlift,TARGETS, glutes
conventional deadlift,TARGETS, lower back
conventional deadlift,TARGETS, hamstrings
conventional deadlift,TARGETS, forearms
conventional deadlift,TARGETS, middle back
conventional deadlift,TARGETS, lats
conventional deadlift,TARGETS, adductors
conventional deadlift,TARGETS, upper back
conventional deadlift,TARGETS, quads
dumbbell stiff leg deadlift,TARGETS, lower back
dumbbell stiff leg deadlift,TARGETS,glutes
tripod dumbbell row,TARGETS, shoulders
tripod dumbbell row,TARGETS,abs
tripod dumbbell row,TARGETS, biceps
tripod dumbbell row,TARGETS, lower back
tripod dumbbell row,TARGETS, lats
bent over row,TARGETS, shoulders
bent over row,TARGETS,abs
bent over row,TARGETS, biceps
bent over row,TARGETS, lower back
bent over row,TARGETS, lats
straight arm lat pull down,TARGETS, biceps
straight arm lat pull down,TARGETS,abs
straight arm lat pull down,TARGETS, upper back
straight arm lat pull down,TARGETS, shoulders
bent over dumbbell row,TARGETS, shoulders
bent over dumbbell row,TARGETS,abs
bent over dumbbell row,TARGETS, biceps
bent over dumbbell row,TARGETS, lower back
bent over dumbbell row,TARGETS, lats
one arm dumbbell row,TARGETS, biceps
one arm dumbbell row,TARGETS, lats
one arm dumbbell row,TARGETS,abs
one arm dumbbell row,TARGETS, shoulders
wide grip pull up,TARGETS, biceps
wide grip pull up,TARGETS,abs
wide grip pull up,TARGETS, upper back
wide grip pull up,TARGETS, shoulders
deep squat,TARGETS, glutes
deep squat,TARGETS,calves
deep squat,TARGETS, hamstrings
deep squat,TARGETS, lower back
box squat,TARGETS,abs
box squat,TARGETS, calves
box squat,TARGETS, hip flexors
box squat,TARGETS, glutes
box squat,TARGETS, lower back
box squat,TARGETS, hamstrings
box squat,TARGETS, adductors
smith machine leg press,TARGETS,abs
smith machine leg press,TARGETS, calves
smith machine leg press,TARGETS, glutes
smith machine leg press,TARGETS, lower back
smith machine leg press,TARGETS, hamstrings
smith machine leg press,TARGETS, adductors
lat pull down,TARGETS, biceps
lat pull down,TARGETS,abs
lat pull down,TARGETS, upper back
lat pull down,TARGETS, shoulders
close grip lat pull down,TARGETS, biceps
close grip lat pull down,TARGETS,abs
close grip lat pull down,TARGETS, upper back
close grip lat pull down,TARGETS, shoulders
barbell hack squat,TARGETS,abs
barbell hack squat,TARGETS, calves
barbell hack squat,TARGETS, glutes
barbell hack squat,TARGETS, lower back
barbell hack squat,TARGETS, hamstrings
barbell hack squat,TARGETS, forearms
barbell hack squat,TARGETS, adductors
hang clean,TARGETS, shoulders
hang clean,TARGETS, traps
hang clean,TARGETS,abs
hang clean,TARGETS, calves
hang clean,TARGETS, biceps
hang clean,TARGETS, glutes
hang clean,TARGETS, hamstrings
hang clean,TARGETS, adductors
hang clean,TARGETS, upper back
sumo squat,TARGETS, glutes
sumo squat,TARGETS,calves
sumo squat,TARGETS, hamstrings
sumo squat,TARGETS, lower back
power clean from blocks,TARGETS, shoulders
power clean from blocks,TARGETS, traps
power clean from blocks,TARGETS,abs
power clean from blocks,TARGETS, calves
power clean from blocks,TARGETS, biceps
power clean from blocks,TARGETS, glutes
power clean from blocks,TARGETS, hamstrings
power clean from blocks,TARGETS, forearms
power clean from blocks,TARGETS, adductors
power clean from blocks,TARGETS, upper back
1 kb kettlebell snatch,TARGETS, shoulders
1 kb kettlebell snatch,TARGETS, traps
1 kb kettlebell snatch,TARGETS,abs
1 kb kettlebell snatch,TARGETS, calves
1 kb kettlebell snatch,TARGETS, glutes
1 kb kettlebell snatch,TARGETS, hamstrings
1 kb kettlebell snatch,TARGETS, adductors
1 kb kettlebell snatch,TARGETS, upper back
walking barbell lunge,TARGETS, shoulders
walking barbell lunge,TARGETS, traps
walking barbell lunge,TARGETS,abs
walking barbell lunge,TARGETS, calves
walking barbell lunge,TARGETS, glutes
walking barbell lunge,TARGETS, hamstrings
walking barbell lunge,TARGETS, adductors
walking barbell lunge,TARGETS, upper back
narrow stance machine hack squat,TARGETS,adductors
narrow stance machine hack squat,TARGETS, calves
narrow stance machine hack squat,TARGETS, glutes
narrow stance machine hack squat,TARGETS, lower back
narrow stance machine hack squat,TARGETS, hamstrings
split stance cable chop,TARGETS,abs
tall kneeling cable chop,TARGETS,abs
half kneeling cable lift,TARGETS,abs
rollover into v-sits,TARGETS,adductors
rollover into v-sits,TARGETS, upper back
rollover into v-sits,TARGETS, hamstrings
smith machine deadlift,TARGETS,calves
smith machine deadlift,TARGETS, traps
smith machine deadlift,TARGETS, glutes
smith machine deadlift,TARGETS, hamstrings
smith machine deadlift,TARGETS, forearms
smith machine deadlift,TARGETS, middle back
smith machine deadlift,TARGETS, lats
smith machine deadlift,TARGETS, quads
kettlebell goblet squat,TARGETS,abs
kettlebell goblet squat,TARGETS, calves
kettlebell goblet squat,TARGETS, glutes
kettlebell goblet squat,TARGETS, lower back
kettlebell goblet squat,TARGETS, hamstrings
kettlebell goblet squat,TARGETS, adductors
tire flip,TARGETS, shoulders
tire flip,TARGETS, traps
tire flip,TARGETS, chest
tire flip,TARGETS,abs
tire flip,TARGETS, calves
tire flip,TARGETS, biceps
tire flip,TARGETS, triceps
tire flip,TARGETS, glutes
tire flip,TARGETS, lower back
tire flip,TARGETS, hamstrings
tire flip,TARGETS, forearms
tire flip,TARGETS, lats
tire flip,TARGETS, adductors
tire flip,TARGETS, upper back
split stance cable lift,TARGETS,abs
smith machine lunge,TARGETS,abs
smith machine lunge,TARGETS, calves
smith machine lunge,TARGETS, glutes
smith machine lunge,TARGETS, hamstrings
smith machine lunge,TARGETS, adductors
off bench oblique hold,TARGETS,abs
low cable wood chop,TARGETS,abs
half kneeling cable chop,TARGETS,abs
bodyweight lunge,TARGETS,abs
bodyweight lunge,TARGETS, calves
bodyweight lunge,TARGETS, glutes
bodyweight lunge,TARGETS, hamstrings
bodyweight lunge,TARGETS, adductors
smith machine squat,TARGETS,abs
smith machine squat,TARGETS, calves
smith machine squat,TARGETS, glutes
smith machine squat,TARGETS, lower back
smith machine squat,TARGETS, hamstrings
smith machine squat,TARGETS, adductors
muscle snatch,TARGETS, shoulders
muscle snatch,TARGETS, traps
muscle snatch,TARGETS,abs
muscle snatch,TARGETS, calves
muscle snatch,TARGETS, biceps
muscle snatch,TARGETS, glutes
muscle snatch,TARGETS, lower back
muscle snatch,TARGETS, hamstrings
muscle snatch,TARGETS, forearms
muscle snatch,TARGETS, lats
muscle snatch,TARGETS, adductors
muscle snatch,TARGETS, upper back
front squat to bench,TARGETS, glutes
front squat to bench,TARGETS,calves
front squat to bench,TARGETS, hamstrings
depth jump to hurdle hop,TARGETS,abs
depth jump to hurdle hop,TARGETS, calves
depth jump to hurdle hop,TARGETS, glutes
depth jump to hurdle hop,TARGETS, hamstrings
depth jump to hurdle hop,TARGETS, adductors
seated vertical jump,TARGETS,adductors
seated vertical jump,TARGETS, calves
seated vertical jump,TARGETS, hip flexors
seated vertical jump,TARGETS, glutes
seated vertical jump,TARGETS, hamstrings
wide stance 45 degree leg press,TARGETS,adductors
wide stance 45 degree leg press,TARGETS, calves
wide stance 45 degree leg press,TARGETS, glutes
wide stance 45 degree leg press,TARGETS, lower back
wide stance 45 degree leg press,TARGETS, hamstrings
valslide reverse lunges,TARGETS, shoulders
valslide reverse lunges,TARGETS, traps
valslide reverse lunges,TARGETS,abs
valslide reverse lunges,TARGETS, calves
valslide reverse lunges,TARGETS, glutes
valslide reverse lunges,TARGETS, hamstrings
valslide reverse lunges,TARGETS, adductors
valslide reverse lunges,TARGETS, upper back
narrow smith machine squat,TARGETS, glutes
narrow smith machine squat,TARGETS,calves
narrow smith machine squat,TARGETS, hamstrings
back squat against chains,TARGETS,abs
back squat against chains,TARGETS, calves
back squat against chains,TARGETS, hip flexors
back squat against chains,TARGETS, glutes
back squat against chains,TARGETS, lower back
back squat against chains,TARGETS, hamstrings
back squat against chains,TARGETS, adductors
1 kb kettlebell push press,TARGETS, shoulders
1 kb kettlebell push press,TARGETS, traps
1 kb kettlebell push press,TARGETS,abs
1 kb kettlebell push press,TARGETS, calves
1 kb kettlebell push press,TARGETS, triceps
1 kb kettlebell push press,TARGETS, glutes
1 kb kettlebell push press,TARGETS, hamstrings
1 kb kettlebell push press,TARGETS, adductors
1 kb kettlebell push press,TARGETS, upper back
one leg barbell squat,TARGETS, glutes
one leg barbell squat,TARGETS,calves
one leg barbell squat,TARGETS, hamstrings
sled push,TARGETS, shoulders
sled push,TARGETS, traps
sled push,TARGETS,abs
sled push,TARGETS, calves
sled push,TARGETS, glutes
sled push,TARGETS, lower back
sled push,TARGETS, hamstrings
sled push,TARGETS, lats
sled push,TARGETS, adductors
sled push,TARGETS, upper back
anti-rotation forward sled walk,TARGETS,abs
anti-rotation forward sled walk,TARGETS, calves
anti-rotation forward sled walk,TARGETS, glutes
anti-rotation forward sled walk,TARGETS, lower back
anti-rotation forward sled walk,TARGETS, hamstrings
anti-rotation forward sled walk,TARGETS, adductors
anti-rotation forward sled walk,TARGETS, upper back
overhead banded squat,TARGETS, shoulders
overhead banded squat,TARGETS, traps
overhead banded squat,TARGETS,abs
overhead banded squat,TARGETS, calves
overhead banded squat,TARGETS, glutes
overhead banded squat,TARGETS, lower back
overhead banded squat,TARGETS, hamstrings
overhead banded squat,TARGETS, adductors
overhead banded squat,TARGETS, upper back
2 kb kettlebell jerk,TARGETS, shoulders
2 kb kettlebell jerk,TARGETS, traps
2 kb kettlebell jerk,TARGETS,abs
2 kb kettlebell jerk,TARGETS, calves
2 kb kettlebell jerk,TARGETS, biceps
2 kb kettlebell jerk,TARGETS, triceps
2 kb kettlebell jerk,TARGETS, glutes
2 kb kettlebell jerk,TARGETS, hamstrings
2 kb kettlebell jerk,TARGETS, forearms
2 kb kettlebell jerk,TARGETS, adductors
2 kb kettlebell jerk,TARGETS, upper back
valslide lateral lunge,TARGETS,abs
valslide lateral lunge,TARGETS, calves
valslide lateral lunge,TARGETS, glutes
valslide lateral lunge,TARGETS, hamstrings
valslide lateral lunge,TARGETS, adductors
decline bench barbell lunge,TARGETS, hamstrings
decline bench barbell lunge,TARGETS,glutes
2 to 1 box jump,TARGETS,abs
2 to 1 box jump,TARGETS, calves
2 to 1 box jump,TARGETS, hip flexors
2 to 1 box jump,TARGETS, glutes
2 to 1 box jump,TARGETS, hamstrings
2 to 1 box jump,TARGETS, adductors
dumbbell wall squat,TARGETS, glutes
dumbbell wall squat,TARGETS,abs
dumbbell wall squat,TARGETS, calves
dumbbell wall squat,TARGETS, hamstrings
1 kettlebell step up,TARGETS, shoulders
1 kettlebell step up,TARGETS, traps
1 kettlebell step up,TARGETS,abs
1 kettlebell step up,TARGETS, calves
1 kettlebell step up,TARGETS, glutes
1 kettlebell step up,TARGETS, hamstrings
1 kettlebell step up,TARGETS, adductors
1 kettlebell step up,TARGETS, upper back
contralateral load dumbbell front lunge,TARGETS,abs
contralateral load dumbbell front lunge,TARGETS, calves
contralateral load dumbbell front lunge,TARGETS, glutes
contralateral load dumbbell front lunge,TARGETS, hamstrings
contralateral load dumbbell front lunge,TARGETS, adductors
depth jump to broad jump,TARGETS,abs
depth jump to broad jump,TARGETS, calves
depth jump to broad jump,TARGETS, hip flexors
depth jump to broad jump,TARGETS, glutes
depth jump to broad jump,TARGETS, hamstrings
depth jump to broad jump,TARGETS, adductors
superman,TARGETS,glutes
belt squat,TARGETS,abs
belt squat,TARGETS, calves
belt squat,TARGETS, glutes
belt squat,TARGETS, lower back
belt squat,TARGETS, hamstrings
belt squat,TARGETS, adductors
depth jump,TARGETS,abs
depth jump,TARGETS, calves
depth jump,TARGETS, hip flexors
depth jump,TARGETS, glutes
depth jump,TARGETS, hamstrings
depth jump,TARGETS, adductors
dumbbell deadlift,TARGETS,calves
dumbbell deadlift,TARGETS, forearms
dumbbell deadlift,TARGETS, traps
dumbbell deadlift,TARGETS, glutes
dumbbell deadlift,TARGETS, middle back
dumbbell deadlift,TARGETS, hamstrings
dumbbell deadlift,TARGETS, quads
narrow stance 45 degree leg press,TARGETS,abs
narrow stance 45 degree leg press,TARGETS, calves
narrow stance 45 degree leg press,TARGETS, glutes
narrow stance 45 degree leg press,TARGETS, lower back
narrow stance 45 degree leg press,TARGETS, hamstrings
narrow stance 45 degree leg press,TARGETS, adductors
kettlebell step up,TARGETS, shoulders
kettlebell step up,TARGETS, traps
kettlebell step up,TARGETS,abs
kettlebell step up,TARGETS, calves
kettlebell step up,TARGETS, glutes
kettlebell step up,TARGETS, hamstrings
kettlebell step up,TARGETS, adductors
kettlebell step up,TARGETS, upper back
90/90 hip crossover,TARGETS, shoulders
90/90 hip crossover,TARGETS, upper back
90/90 hip crossover,TARGETS,glutes
plie squat,TARGETS,abs
plie squat,TARGETS, calves
plie squat,TARGETS, glutes
plie squat,TARGETS, lower back
plie squat,TARGETS, hamstrings
plie squat,TARGETS, adductors
side crunch (aka oblique crunch),TARGETS,abs
bodyweight walking lunge,TARGETS, glutes
bodyweight walking lunge,TARGETS,calves
bodyweight walking lunge,TARGETS, hamstrings
smith machine front squat,TARGETS,abs
smith machine front squat,TARGETS, calves
smith machine front squat,TARGETS, glutes
smith machine front squat,TARGETS, lower back
smith machine front squat,TARGETS, hamstrings
smith machine front squat,TARGETS, adductors
barbell thruster,TARGETS, shoulders
barbell thruster,TARGETS, traps
barbell thruster,TARGETS,abs
barbell thruster,TARGETS, calves
barbell thruster,TARGETS, triceps
barbell thruster,TARGETS, glutes
barbell thruster,TARGETS, lower back
barbell thruster,TARGETS, hamstrings
barbell thruster,TARGETS, upper back
prisoner squat,TARGETS,abs
prisoner squat,TARGETS, calves
prisoner squat,TARGETS, glutes
prisoner squat,TARGETS, lower back
prisoner squat,TARGETS, hamstrings
prisoner squat,TARGETS, adductors
single leg squat from bench,TARGETS,abs
single leg squat from bench,TARGETS, calves
single leg squat from bench,TARGETS, glutes
single leg squat from bench,TARGETS, hamstrings
single leg squat from bench,TARGETS, adductors
reverse bodyweight lunge,TARGETS,abs
reverse bodyweight lunge,TARGETS, calves
reverse bodyweight lunge,TARGETS, glutes
reverse bodyweight lunge,TARGETS, hamstrings
reverse bodyweight lunge,TARGETS, adductors
bodyweight jump squat,TARGETS, hamstrings
bodyweight jump squat,TARGETS,glutes
dumbbell side lunge,TARGETS, glutes
dumbbell side lunge,TARGETS,calves
dumbbell side lunge,TARGETS, hamstrings
bodyweight side lunge,TARGETS, hamstrings
bodyweight side lunge,TARGETS,glutes
dumbbell split squat,TARGETS,abs
dumbbell split squat,TARGETS, calves
dumbbell split squat,TARGETS, glutes
dumbbell split squat,TARGETS, hamstrings
dumbbell split squat,TARGETS, adductors
barbell lunge,TARGETS, lower back
barbell lunge,TARGETS,calves
barbell lunge,TARGETS, hamstrings
dumbbell walking lunge,TARGETS, shoulders
dumbbell walking lunge,TARGETS, traps
dumbbell walking lunge,TARGETS,abs
dumbbell walking lunge,TARGETS, calves
dumbbell walking lunge,TARGETS, glutes
dumbbell walking lunge,TARGETS, hamstrings
dumbbell walking lunge,TARGETS, adductors
dumbbell walking lunge,TARGETS, upper back
dumbbell step up,TARGETS, glutes
dumbbell step up,TARGETS,calves
dumbbell step up,TARGETS, hamstrings
frog squat,TARGETS, glutes
frog squat,TARGETS,abs
frog squat,TARGETS, calves
frog squat,TARGETS, hamstrings
front squat,TARGETS,abs
front squat,TARGETS, calves
front squat,TARGETS, hip flexors
front squat,TARGETS, glutes
front squat,TARGETS, hamstrings
front squat,TARGETS, adductors
front squat,TARGETS, upper back
one leg dumbbell squat (aka dumbbell bulgarian split squat),TARGETS, shoulders
one leg dumbbell squat (aka dumbbell bulgarian split squat),TARGETS, traps
one leg dumbbell squat (aka dumbbell bulgarian split squat),TARGETS,abs
one leg dumbbell squat (aka dumbbell bulgarian split squat),TARGETS, calves
one leg dumbbell squat (aka dumbbell bulgarian split squat),TARGETS, glutes
one leg dumbbell squat (aka dumbbell bulgarian split squat),TARGETS, hamstrings
one leg dumbbell squat (aka dumbbell bulgarian split squat),TARGETS, adductors
one leg dumbbell squat (aka dumbbell bulgarian split squat),TARGETS, upper back
dumbbell rear lunge,TARGETS, glutes
dumbbell rear lunge,TARGETS,calves
dumbbell rear lunge,TARGETS, hamstrings
machine hack squat,TARGETS,abs
machine hack squat,TARGETS, calves
machine hack squat,TARGETS, glutes
machine hack squat,TARGETS, lower back
machine hack squat,TARGETS, hamstrings
machine hack squat,TARGETS, adductors
leg press,TARGETS,abs
leg press,TARGETS, calves
leg press,TARGETS, glutes
leg press,TARGETS, lower back
leg press,TARGETS, hamstrings
leg press,TARGETS, adductors
dumbbell lunge,TARGETS, glutes
dumbbell lunge,TARGETS,calves
dumbbell lunge,TARGETS, hamstrings
dumbbell squat,TARGETS, glutes
dumbbell squat,TARGETS,calves
dumbbell squat,TARGETS, hamstrings
dumbbell squat,TARGETS, lower back
barbell back squat,TARGETS, glutes
barbell back squat,TARGETS,calves
barbell back squat,TARGETS, hamstrings
barbell back squat,TARGETS, lower back
dumbbell goblet squat,TARGETS,abs
dumbbell goblet squat,TARGETS, calves
dumbbell goblet squat,TARGETS, glutes
dumbbell goblet squat,TARGETS, lower back
dumbbell goblet squat,TARGETS, hamstrings
dumbbell goblet squat,TARGETS, adductors
